global_index,SUB_addr,MAIN_addr,disk_offset,payload_start,sector_key,sector_local_index,decoded_old,decoded_new,raw_old,raw_new
2951,0x56F1,0x17F1,0x066CE,0x065C0,0x3A,0x2F1,12,F0,CB,A9
2952,0x56F2,0x17F2,0x066CD,0x065C0,0x3A,0x2F2,10,C7,CA,81
2953,0x56F3,0x17F3,0x066CC,0x065C0,0x3A,0x2F3,12,C0,CD,7B
2954,0x56F4,0x17F4,0x066CB,0x065C0,0x3A,0x2F4,10,3F,CC,FB
2955,0x56F5,0x17F5,0x066CA,0x065C0,0x3A,0x2F5,12,50,CF,0D
2956,0x56F6,0x17F6,0x066C9,0x065C0,0x3A,0x2F6,10,39,CE,F7
2957,0x56F7,0x17F7,0x066C8,0x065C0,0x3A,0x2F7,12,90,D1,4F
2958,0x56F8,0x17F8,0x066C7,0x065C0,0x3A,0x2F8,40,25,00,E5
2959,0x56F9,0x17F9,0x066C6,0x065C0,0x3A,0x2F9,8A,10,4B,D1
2960,0x56FA,0x17FA,0x066C5,0x065C0,0x3A,0x2FA,60,12,22,D4
2961,0x56FB,0x17FB,0x066C4,0x065C0,0x3A,0x2FB,C6,D0,89,93
2962,0x56FC,0x17FC,0x066C3,0x065C0,0x3A,0x2FC,10,E6,D4,AA
2963,0x56FD,0x17FD,0x066C2,0x065C0,0x3A,0x2FD,12,F0,D7,B5
2964,0x56FE,0x17FE,0x066C1,0x065C0,0x3A,0x2FE,40,C7,06,8D
2965,0x56FF,0x17FF,0x066C0,0x065C0,0x3A,0x2FF,F2,60,BA,28
2966,0x5700,0x1800,0x066BF,0x065C0,0x3A,0x300,10,E5,D9,AE
2967,0x5701,0x1801,0x066BE,0x065C0,0x3A,0x301,12,10,DC,DA
2968,0x5702,0x1802,0x066BD,0x065C0,0x3A,0x302,10,E2,DB,AD
2969,0x5703,0x1803,0x066BC,0x065C0,0x3A,0x303,12,10,DE,DC
2970,0x5704,0x1804,0x066BB,0x065C0,0x3A,0x304,10,12,DD,DF
2971,0x5705,0x1805,0x066BA,0x065C0,0x3A,0x305,12,10,E0,DE
2972,0x5706,0x1806,0x066B9,0x065C0,0x3A,0x306,10,12,DF,E1
2973,0x5707,0x1807,0x066B8,0x065C0,0x3A,0x307,12,10,E2,E0
2974,0x5708,0x1808,0x066B7,0x065C0,0x3A,0x308,10,12,E1,E3
2975,0x5709,0x1809,0x066B6,0x065C0,0x3A,0x309,12,10,E4,E2
2976,0x570A,0x180A,0x066B5,0x065C0,0x3A,0x30A,10,12,E3,E5
2977,0x570B,0x180B,0x066B4,0x065C0,0x3A,0x30B,12,10,E6,E4
2978,0x570C,0x180C,0x066B3,0x065C0,0x3A,0x30C,10,12,E5,E7
2979,0x570D,0x180D,0x066B2,0x065C0,0x3A,0x30D,12,10,E8,E6
2980,0x570E,0x180E,0x066B1,0x065C0,0x3A,0x30E,10,12,E7,E9
2981,0x570F,0x180F,0x066B0,0x065C0,0x3A,0x30F,12,10,EA,E8
2982,0x5710,0x1810,0x066AF,0x065C0,0x3A,0x310,10,12,E9,EB
2983,0x5711,0x1811,0x066AE,0x065C0,0x3A,0x311,12,10,EC,EA
2984,0x5712,0x1812,0x066AD,0x065C0,0x3A,0x312,10,12,EB,ED
2985,0x5713,0x1813,0x066AC,0x065C0,0x3A,0x313,12,10,EE,EC
2986,0x5714,0x1814,0x066AB,0x065C0,0x3A,0x314,10,12,ED,EF
2987,0x5715,0x1815,0x066AA,0x065C0,0x3A,0x315,12,10,F0,EE
2988,0x5716,0x1816,0x066A9,0x065C0,0x3A,0x316,10,12,EF,F1
2989,0x5717,0x1817,0x066A8,0x065C0,0x3A,0x317,12,10,F2,F0
2990,0x5718,0x1818,0x066A7,0x065C0,0x3A,0x318,10,12,F1,F3
2991,0x5719,0x1819,0x066A6,0x065C0,0x3A,0x319,12,B0,F4,92
2992,0x571A,0x181A,0x066A5,0x065C0,0x3A,0x31A,10,21,F3,04
2993,0x571B,0x181B,0x066A4,0x065C0,0x3A,0x31B,12,90,F6,74
2994,0x571C,0x181C,0x066A3,0x065C0,0x3A,0x31C,10,E6,F5,CB
2995,0x571D,0x181D,0x066A2,0x065C0,0x3A,0x31D,12,A0,F8,86
2996,0x571E,0x181E,0x066A1,0x065C0,0x3A,0x31E,10,E1,F7,C8
2997,0x571F,0x181F,0x066A0,0x065C0,0x3A,0x31F,12,10,FA,F8
2998,0x5720,0x1820,0x0669F,0x065C0,0x3A,0x320,B0,12,99,FB
2999,0x5721,0x1821,0x0669E,0x065C0,0x3A,0x321,49,10,33,FA
3000,0x5722,0x1822,0x0669D,0x065C0,0x3A,0x322,40,12,2B,FD
3001,0x5723,0x1823,0x0669C,0x065C0,0x3A,0x323,66,40,52,2C
3002,0x5724,0x1824,0x0669B,0x065C0,0x3A,0x324,10,9F,FD,8C
3003,0x5725,0x1825,0x0669A,0x065C0,0x3A,0x325,12,90,00,7E
3004,0x5726,0x1826,0x06699,0x065C0,0x3A,0x326,00,DE,EF,CD
3005,0x5727,0x1827,0x06698,0x065C0,0x3A,0x327,73,10,63,00
3006,0x5728,0x1828,0x06697,0x065C0,0x3A,0x328,10,E0,01,D1
3007,0x5729,0x1829,0x06696,0x065C0,0x3A,0x329,12,10,04,02
3008,0x572A,0x182A,0x06695,0x065C0,0x3A,0x32A,10,12,03,05
3009,0x572B,0x182B,0x06694,0x065C0,0x3A,0x32B,12,10,06,04
3010,0x572C,0x182C,0x06693,0x065C0,0x3A,0x32C,10,12,05,07
3011,0x572D,0x182D,0x06692,0x065C0,0x3A,0x32D,12,10,08,06
3012,0x572E,0x182E,0x06691,0x065C0,0x3A,0x32E,10,12,07,09
3013,0x572F,0x182F,0x06690,0x065C0,0x3A,0x32F,12,10,0A,08
3014,0x5730,0x1830,0x0668F,0x065C0,0x3A,0x330,0F,12,08,0B
3017,0x5733,0x1833,0x0668C,0x065C0,0x3A,0x333,F0,10,EC,0C
3018,0x5734,0x1834,0x0668B,0x065C0,0x3A,0x334,3A,12,37,0F
3019,0x5735,0x1835,0x0668A,0x065C0,0x3A,0x335,C0,10,BE,0E
3020,0x5736,0x1836,0x06689,0x065C0,0x3A,0x336,13,12,12,11
3021,0x5737,0x1837,0x06688,0x065C0,0x3A,0x337,F0,10,F0,10
3022,0x5738,0x1838,0x06687,0x065C0,0x3A,0x338,1A,12,1B,13
3023,0x5739,0x1839,0x06686,0x065C0,0x3A,0x339,90,10,92,12
3024,0x573A,0x183A,0x06685,0x065C0,0x3A,0x33A,1B,12,1E,15
3031,0x5741,0x1841,0x0667E,0x065C0,0x3A,0x341,10,50,1A,5A
3032,0x5742,0x1842,0x0667D,0x065C0,0x3A,0x342,12,39,1D,44
3033,0x5743,0x1843,0x0667C,0x065C0,0x3A,0x343,10,B0,1C,BC
3034,0x5744,0x1844,0x0667B,0x065C0,0x3A,0x344,12,24,1F,31
3035,0x5745,0x1845,0x0667A,0x065C0,0x3A,0x345,10,50,1E,5E
3036,0x5746,0x1846,0x06679,0x065C0,0x3A,0x346,12,39,21,48
3037,0x5747,0x1847,0x06678,0x065C0,0x3A,0x347,10,00,20,10
3038,0x5748,0x1848,0x06677,0x065C0,0x3A,0x348,12,6C,23,7D
3039,0x5749,0x1849,0x06676,0x065C0,0x3A,0x349,80,10,92,22
3040,0x574A,0x184A,0x06675,0x065C0,0x3A,0x34A,AA,12,BD,25
3041,0x574B,0x184B,0x06674,0x065C0,0x3A,0x34B,60,20,74,34
3042,0x574C,0x184C,0x06673,0x065C0,0x3A,0x34C,DC,E2,F1,F7
3043,0x574D,0x184D,0x06672,0x065C0,0x3A,0x34D,10,00,26,16
3044,0x574E,0x184E,0x06671,0x065C0,0x3A,0x34E,12,E2,29,F9
3045,0x574F,0x184F,0x06670,0x065C0,0x3A,0x34F,D0,60,E8,78
3046,0x5750,0x1850,0x0666F,0x065C0,0x3A,0x350,56,E5,6F,FE
3047,0x5751,0x1851,0x0666E,0x065C0,0x3A,0x351,70,D0,8A,EA
3048,0x5752,0x1852,0x0666D,0x065C0,0x3A,0x352,52,31,6D,4C
3071,0x5769,0x1869,0x06656,0x065C0,0x3A,0x369,10,50,42,82
3072,0x576A,0x186A,0x06655,0x065C0,0x3A,0x36A,12,E4,45,17
3073,0x576B,0x186B,0x06654,0x065C0,0x3A,0x36B,10,E0,44,14
3074,0x576C,0x186C,0x06653,0x065C0,0x3A,0x36C,12,3C,47,71
3075,0x576D,0x186D,0x06652,0x065C0,0x3A,0x36D,10,80,46,B6
3076,0x576E,0x186E,0x06651,0x065C0,0x3A,0x36E,12,E6,49,1D
3079,0x5771,0x1871,0x0664E,0x065C0,0x3A,0x371,60,10,9A,4A
3080,0x5772,0x1872,0x0664D,0x065C0,0x3A,0x372,AA,12,E5,4D
3081,0x5773,0x1873,0x0664C,0x065C0,0x3A,0x373,30,D0,6C,0C
3082,0x5774,0x1874,0x0664B,0x065C0,0x3A,0x374,87,E6,C4,23
3083,0x5775,0x1875,0x0664A,0x065C0,0x3A,0x375,10,B0,4E,EE
3084,0x5776,0x1876,0x06649,0x065C0,0x3A,0x376,12,9F,51,DE
3085,0x5777,0x1877,0x06648,0x065C0,0x3A,0x377,90,00,D0,40
3086,0x5778,0x1878,0x06647,0x065C0,0x3A,0x378,A2,E6,E3,27
3087,0x5779,0x1879,0x06646,0x065C0,0x3A,0x379,30,10,72,52
3088,0x577A,0x187A,0x06645,0x065C0,0x3A,0x37A,CD,12,10,55
3111,0x5791,0x1891,0x0662E,0x065C0,0x3A,0x391,10,90,6A,EA
3112,0x5792,0x1892,0x0662D,0x065C0,0x3A,0x392,12,DE,6D,39
3113,0x5793,0x1893,0x0662C,0x065C0,0x3A,0x393,10,D0,6C,2C
3114,0x5794,0x1894,0x0662B,0x065C0,0x3A,0x394,12,3D,6F,9A
3115,0x5795,0x1895,0x0662A,0x065C0,0x3A,0x395,10,C0,6E,1E
3116,0x5796,0x1896,0x06629,0x065C0,0x3A,0x396,12,27,71,86
3119,0x5799,0x1899,0x06626,0x065C0,0x3A,0x399,E0,10,42,72
3120,0x579A,0x189A,0x06625,0x065C0,0x3A,0x39A,CC,12,2F,75
3121,0x579B,0x189B,0x06624,0x065C0,0x3A,0x39B,00,10,64,74
3122,0x579C,0x189C,0x06623,0x065C0,0x3A,0x39C,65,E2,CA,47
3123,0x579D,0x189D,0x06622,0x065C0,0x3A,0x39D,10,F0,76,56
3124,0x579E,0x189E,0x06621,0x065C0,0x3A,0x39E,12,CD,79,34
3125,0x579F,0x189F,0x06620,0x065C0,0x3A,0x39F,00,10,68,78
3126,0x57A0,0x18A0,0x0661F,0x065C0,0x3A,0x3A0,D3,E0,3C,49
3127,0x57A1,0x18A1,0x0661E,0x065C0,0x3A,0x3A1,D0,10,3A,7A
3128,0x57A2,0x18A2,0x0661D,0x065C0,0x3A,0x3A2,72,12,DD,7D
3135,0x57A9,0x18A9,0x06616,0x065C0,0x3A,0x3A9,10,0F,82,81
3136,0x57AA,0x18AA,0x06615,0x065C0,0x3A,0x3AA,12,10,85,83
3137,0x57AB,0x18AB,0x06614,0x065C0,0x3A,0x3AB,10,12,84,86
3138,0x57AC,0x18AC,0x06613,0x065C0,0x3A,0x3AC,12,F0,87,65
3139,0x57AD,0x18AD,0x06612,0x065C0,0x3A,0x3AD,10,E3,86,59
3140,0x57AE,0x18AE,0x06611,0x065C0,0x3A,0x3AE,12,10,89,87
3141,0x57AF,0x18AF,0x06610,0x065C0,0x3A,0x3AF,10,DF,88,57
3142,0x57B0,0x18B0,0x0660F,0x065C0,0x3A,0x3B0,12,10,8B,89
3143,0x57B1,0x18B1,0x0660E,0x065C0,0x3A,0x3B1,10,E7,8A,61
3144,0x57B2,0x18B2,0x0660D,0x065C0,0x3A,0x3B2,12,E0,8D,5B
3145,0x57B3,0x18B3,0x0660C,0x065C0,0x3A,0x3B3,10,E5,8C,61
3146,0x57B4,0x18B4,0x0660B,0x065C0,0x3A,0x3B4,12,10,8F,8D
3147,0x57B5,0x18B5,0x0660A,0x065C0,0x3A,0x3B5,10,12,8E,90
3148,0x57B6,0x18B6,0x06609,0x065C0,0x3A,0x3B6,12,10,91,8F
3149,0x57B7,0x18B7,0x06608,0x065C0,0x3A,0x3B7,10,12,90,92
3150,0x57B8,0x18B8,0x06607,0x065C0,0x3A,0x3B8,12,10,93,91
3151,0x57B9,0x18B9,0x06606,0x065C0,0x3A,0x3B9,10,12,92,94
3152,0x57BA,0x18BA,0x06605,0x065C0,0x3A,0x3BA,12,C0,95,43
3153,0x57BB,0x18BB,0x06604,0x065C0,0x3A,0x3BB,10,E4,94,68
3154,0x57BC,0x18BC,0x06603,0x065C0,0x3A,0x3BC,12,90,97,15
3155,0x57BD,0x18BD,0x06602,0x065C0,0x3A,0x3BD,10,E6,96,6C
3156,0x57BE,0x18BE,0x06601,0x065C0,0x3A,0x3BE,12,C0,99,47
3157,0x57BF,0x18BF,0x06600,0x065C0,0x3A,0x3BF,10,3F,98,C7
3158,0x57C0,0x18C0,0x065FF,0x065C0,0x3A,0x3C0,12,B0,9B,39
3159,0x57C1,0x18C1,0x065FE,0x065C0,0x3A,0x3C1,D0,34,5A,BE
3160,0x57C2,0x18C2,0x065FD,0x065C0,0x3A,0x3C2,95,10,20,9B
3161,0x57C3,0x18C3,0x065FC,0x065C0,0x3A,0x3C3,40,12,CC,9E
3162,0x57C4,0x18C4,0x065FB,0x065C0,0x3A,0x3C4,F4,10,81,9D
3163,0x57C5,0x18C5,0x065FA,0x065C0,0x3A,0x3C5,10,E0,9E,6E
3164,0x57C6,0x18C6,0x065F9,0x065C0,0x3A,0x3C6,12,D0,A1,5F
3165,0x57C7,0x18C7,0x065F8,0x065C0,0x3A,0x3C7,C0,31,50,C1
3166,0x57C8,0x18C8,0x065F7,0x065C0,0x3A,0x3C8,EB,10,7C,A1
3167,0x57C9,0x18C9,0x065F6,0x065C0,0x3A,0x3C9,10,12,A2,A4
3168,0x57CA,0x18CA,0x065F5,0x065C0,0x3A,0x3CA,12,10,A5,A3
3169,0x57CB,0x18CB,0x065F4,0x065C0,0x3A,0x3CB,10,12,A4,A6
3170,0x57CC,0x18CC,0x065F3,0x065C0,0x3A,0x3CC,12,10,A7,A5
3171,0x57CD,0x18CD,0x065F2,0x065C0,0x3A,0x3CD,10,12,A6,A8
3172,0x57CE,0x18CE,0x065F1,0x065C0,0x3A,0x3CE,12,10,A9,A7
3173,0x57CF,0x18CF,0x065F0,0x065C0,0x3A,0x3CF,10,12,A8,AA
3174,0x57D0,0x18D0,0x065EF,0x065C0,0x3A,0x3D0,12,10,AB,A9
3175,0x57D1,0x18D1,0x065EE,0x065C0,0x3A,0x3D1,10,12,AA,AC
3176,0x57D2,0x18D2,0x065ED,0x065C0,0x3A,0x3D2,12,10,AD,AB
3177,0x57D3,0x18D3,0x065EC,0x065C0,0x3A,0x3D3,10,12,AC,AE
3178,0x57D4,0x18D4,0x065EB,0x065C0,0x3A,0x3D4,12,10,AF,AD
3179,0x57D5,0x18D5,0x065EA,0x065C0,0x3A,0x3D5,10,12,AE,B0
3180,0x57D6,0x18D6,0x065E9,0x065C0,0x3A,0x3D6,12,10,B1,AF
3181,0x57D7,0x18D7,0x065E8,0x065C0,0x3A,0x3D7,10,12,B0,B2
3182,0x57D8,0x18D8,0x065E7,0x065C0,0x3A,0x3D8,12,10,B3,B1
3183,0x57D9,0x18D9,0x065E6,0x065C0,0x3A,0x3D9,10,12,B2,B4
3184,0x57DA,0x18DA,0x065E5,0x065C0,0x3A,0x3DA,12,10,B5,B3
3185,0x57DB,0x18DB,0x065E4,0x065C0,0x3A,0x3DB,10,12,B4,B6
3186,0x57DC,0x18DC,0x065E3,0x065C0,0x3A,0x3DC,12,10,B7,B5
3187,0x57DD,0x18DD,0x065E2,0x065C0,0x3A,0x3DD,10,12,B6,B8
3188,0x57DE,0x18DE,0x065E1,0x065C0,0x3A,0x3DE,12,10,B9,B7
3189,0x57DF,0x18DF,0x065E0,0x065C0,0x3A,0x3DF,10,12,B8,BA
3190,0x57E0,0x18E0,0x065DF,0x065C0,0x3A,0x3E0,12,10,BB,B9
3191,0x57E1,0x18E1,0x065DE,0x065C0,0x3A,0x3E1,10,12,BA,BC
3192,0x57E2,0x18E2,0x065DD,0x065C0,0x3A,0x3E2,12,C0,BD,6B
3193,0x57E3,0x18E3,0x065DC,0x065C0,0x3A,0x3E3,10,E4,BC,90
3194,0x57E4,0x18E4,0x065DB,0x065C0,0x3A,0x3E4,12,90,BF,3D
3195,0x57E5,0x18E5,0x065DA,0x065C0,0x3A,0x3E5,10,E6,BE,94
3196,0x57E6,0x18E6,0x065D9,0x065C0,0x3A,0x3E6,12,C0,C1,6F
3197,0x57E7,0x18E7,0x065D8,0x065C0,0x3A,0x3E7,10,3F,C0,EF
3198,0x57E8,0x18E8,0x065D7,0x065C0,0x3A,0x3E8,12,B0,C3,61
3199,0x57E9,0x18E9,0x065D6,0x065C0,0x3A,0x3E9,B0,34,62,E6
3200,0x57EA,0x18EA,0x065D5,0x065C0,0x3A,0x3EA,E0,10,93,C3
3201,0x57EB,0x18EB,0x065D4,0x065C0,0x3A,0x3EB,40,12,F4,C6
3202,0x57EC,0x18EC,0x065D3,0x065C0,0x3A,0x3EC,8A,80,3F,35
3203,0x57ED,0x18ED,0x065D2,0x065C0,0x3A,0x3ED,10,E6,C6,9C
3204,0x57EE,0x18EE,0x065D1,0x065C0,0x3A,0x3EE,12,50,C9,07
3205,0x57EF,0x18EF,0x065D0,0x065C0,0x3A,0x3EF,C0,E6,78,9E
3206,0x57F0,0x18F0,0x065CF,0x065C0,0x3A,0x3F0,B2,20,6B,D9
3207,0x57F1,0x18F1,0x065CE,0x065C0,0x3A,0x3F1,30,DE,EA,98
3208,0x57F2,0x18F2,0x065CD,0x065C0,0x3A,0x3F2,78,A0,33,5B
3209,0x57F3,0x18F3,0x065CC,0x065C0,0x3A,0x3F3,10,E6,CC,A2
3210,0x57F4,0x18F4,0x065CB,0x065C0,0x3A,0x3F4,12,10,CF,CD
3211,0x57F5,0x18F5,0x065CA,0x065C0,0x3A,0x3F5,10,12,CE,D0
3212,0x57F6,0x18F6,0x065C9,0x065C0,0x3A,0x3F6,12,10,D1,CF
3213,0x57F7,0x18F7,0x065C8,0x065C0,0x3A,0x3F7,10,12,D0,D2
3214,0x57F8,0x18F8,0x065C7,0x065C0,0x3A,0x3F8,12,10,D3,D1
3215,0x57F9,0x18F9,0x065C6,0x065C0,0x3A,0x3F9,0F,12,D1,D4
3218,0x57FC,0x18FC,0x065C3,0x065C0,0x3A,0x3FC,90,10,55,D5
3219,0x57FD,0x18FD,0x065C2,0x065C0,0x3A,0x3FD,40,12,06,D8
3220,0x57FE,0x18FE,0x065C1,0x065C0,0x3A,0x3FE,E0,10,A7,D7
3221,0x57FF,0x18FF,0x065C0,0x065C0,0x3A,0x3FF,F4,12,BD,DB
3222,0x5800,0x1900,0x06DCF,0x069D0,0x3A,0x000,80,10,46,D6
3223,0x5801,0x1901,0x06DCE,0x069D0,0x3A,0x001,6C,12,33,D9
3224,0x5802,0x1902,0x06DCD,0x069D0,0x3A,0x002,F0,10,B8,D8
3225,0x5803,0x1903,0x06DCC,0x069D0,0x3A,0x003,9C,12,65,DB
3232,0x580A,0x190A,0x06DC5,0x069D0,0x3A,0x00A,10,C0,E0,90
3233,0x580B,0x190B,0x06DC4,0x069D0,0x3A,0x00B,12,E4,E3,B5
3234,0x580C,0x190C,0x06DC3,0x069D0,0x3A,0x00C,10,90,E2,62
3235,0x580D,0x190D,0x06DC2,0x069D0,0x3A,0x00D,12,E6,E5,B9
3236,0x580E,0x190E,0x06DC1,0x069D0,0x3A,0x00E,10,C0,E4,94
3237,0x580F,0x190F,0x06DC0,0x069D0,0x3A,0x00F,12,3F,E7,14
3238,0x5810,0x1910,0x06DBF,0x069D0,0x3A,0x010,10,B0,E6,86
3239,0x5811,0x1911,0x06DBE,0x069D0,0x3A,0x011,12,34,E9,0B
3241,0x5813,0x1913,0x06DBC,0x069D0,0x3A,0x013,54,12,2D,EB
3242,0x5814,0x1914,0x06DBB,0x069D0,0x3A,0x014,70,20,4A,FA
3243,0x5815,0x1915,0x06DBA,0x069D0,0x3A,0x015,CA,DE,A5,B9
3245,0x5817,0x1917,0x06DB8,0x069D0,0x3A,0x017,12,E0,EF,BD
3247,0x5819,0x1919,0x06DB6,0x069D0,0x3A,0x019,78,12,57,F1
3248,0x581A,0x191A,0x06DB5,0x069D0,0x3A,0x01A,A0,10,80,F0
3249,0x581B,0x191B,0x06DB4,0x069D0,0x3A,0x01B,5F,12,40,F3
3272,0x5832,0x1932,0x06D9D,0x069D0,0x3A,0x032,10,90,08,88
3273,0x5833,0x1933,0x06D9C,0x069D0,0x3A,0x033,12,DE,0B,D7
3274,0x5834,0x1934,0x06D9B,0x069D0,0x3A,0x034,10,D0,0A,CA
3275,0x5835,0x1935,0x06D9A,0x069D0,0x3A,0x035,12,E6,0D,E1
3281,0x583B,0x193B,0x06D94,0x069D0,0x3A,0x03B,54,12,55,13
3282,0x583C,0x193C,0x06D93,0x069D0,0x3A,0x03C,70,10,72,12
3283,0x583D,0x193D,0x06D92,0x069D0,0x3A,0x03D,CA,E0,CD,E3
3284,0x583E,0x193E,0x06D91,0x069D0,0x3A,0x03E,10,D0,14,D4
3285,0x583F,0x193F,0x06D90,0x069D0,0x3A,0x03F,12,31,17,36
3286,0x5840,0x1940,0x06D8F,0x069D0,0x3A,0x040,20,10,26,16
3287,0x5841,0x1941,0x06D8E,0x069D0,0x3A,0x041,9E,12,A5,19
3288,0x5842,0x1942,0x06D8D,0x069D0,0x3A,0x042,40,10,48,18
3289,0x5843,0x1943,0x06D8C,0x069D0,0x3A,0x043,B3,12,BC,1B
3312,0x585A,0x195A,0x06D75,0x069D0,0x3A,0x05A,10,C0,30,E0
3313,0x585B,0x195B,0x06D74,0x069D0,0x3A,0x05B,12,27,33,48
3314,0x585C,0x195C,0x06D73,0x069D0,0x3A,0x05C,10,60,32,82
3315,0x585D,0x195D,0x06D72,0x069D0,0x3A,0x05D,12,E2,35,05
3321,0x5863,0x1963,0x06D6C,0x069D0,0x3A,0x063,54,12,7D,3B
3322,0x5864,0x1964,0x06D6B,0x069D0,0x3A,0x064,70,B0,9A,DA
3323,0x5865,0x1965,0x06D6A,0x069D0,0x3A,0x065,CA,24,F5,4F
3324,0x5866,0x1966,0x06D69,0x069D0,0x3A,0x066,10,B0,3C,DC
3325,0x5867,0x1967,0x06D68,0x069D0,0x3A,0x067,12,9F,3F,CC
3327,0x5869,0x1969,0x06D66,0x069D0,0x3A,0x069,5A,E5,89,14
3328,0x586A,0x196A,0x06D65,0x069D0,0x3A,0x06A,30,10,60,40
3329,0x586B,0x196B,0x06D64,0x069D0,0x3A,0x06B,CD,E2,FE,13
3352,0x5882,0x1982,0x06D4D,0x069D0,0x3A,0x082,10,C0,58,08
3353,0x5883,0x1983,0x06D4C,0x069D0,0x3A,0x083,12,E4,5B,2D
3354,0x5884,0x1984,0x06D4B,0x069D0,0x3A,0x084,10,90,5A,DA
3355,0x5885,0x1985,0x06D4A,0x069D0,0x3A,0x085,12,E6,5D,31
3356,0x5886,0x1986,0x06D49,0x069D0,0x3A,0x086,10,C0,5C,0C
3357,0x5887,0x1987,0x06D48,0x069D0,0x3A,0x087,12,3F,5F,8C
3358,0x5888,0x1988,0x06D47,0x069D0,0x3A,0x088,10,B0,5E,FE
3359,0x5889,0x1989,0x06D46,0x069D0,0x3A,0x089,12,34,61,83
3360,0x588A,0x198A,0x06D45,0x069D0,0x3A,0x08A,B0,10,00,60
3361,0x588B,0x198B,0x06D44,0x069D0,0x3A,0x08B,A0,12,F1,63
3362,0x588C,0x198C,0x06D43,0x069D0,0x3A,0x08C,30,20,82,72
3363,0x588D,0x198D,0x06D42,0x069D0,0x3A,0x08D,4C,E2,9F,35
3364,0x588E,0x198E,0x06D41,0x069D0,0x3A,0x08E,10,80,64,D4
3365,0x588F,0x198F,0x06D40,0x069D0,0x3A,0x08F,12,E6,67,3B
3366,0x5890,0x1990,0x06D3F,0x069D0,0x3A,0x090,10,C0,66,16
3367,0x5891,0x1991,0x06D3E,0x069D0,0x3A,0x091,78,3F,CF,96
3368,0x5892,0x1992,0x06D3D,0x069D0,0x3A,0x092,A0,10,F8,68
3369,0x5893,0x1993,0x06D3C,0x069D0,0x3A,0x093,5F,12,B8,6B
3392,0x58AA,0x19AA,0x06D25,0x069D0,0x3A,0x0AA,10,80,80,F0
3393,0x58AB,0x19AB,0x06D24,0x069D0,0x3A,0x0AB,12,E6,83,57
3394,0x58AC,0x19AC,0x06D23,0x069D0,0x3A,0x0AC,10,00,82,72
3395,0x58AD,0x19AD,0x06D22,0x069D0,0x3A,0x0AD,12,DF,85,52
3396,0x58AE,0x19AE,0x06D21,0x069D0,0x3A,0x0AE,10,E0,84,54
3397,0x58AF,0x19AF,0x06D20,0x069D0,0x3A,0x0AF,12,9F,87,14
3400,0x58B2,0x19B2,0x06D1D,0x069D0,0x3A,0x0B2,B0,10,28,88
3401,0x58B3,0x19B3,0x06D1C,0x069D0,0x3A,0x0B3,A0,12,19,8B
3402,0x58B4,0x19B4,0x06D1B,0x069D0,0x3A,0x0B4,30,D0,AA,4A
3403,0x58B5,0x19B5,0x06D1A,0x069D0,0x3A,0x0B5,46,E6,C1,61
3404,0x58B6,0x19B6,0x06D19,0x069D0,0x3A,0x0B6,10,A0,8C,1C
3405,0x58B7,0x19B7,0x06D18,0x069D0,0x3A,0x0B7,12,35,8F,B2
3406,0x58B8,0x19B8,0x06D17,0x069D0,0x3A,0x0B8,E0,10,5E,8E
3407,0x58B9,0x19B9,0x06D16,0x069D0,0x3A,0x0B9,49,E2,C8,61
3408,0x58BA,0x19BA,0x06D15,0x069D0,0x3A,0x0BA,70,10,F0,90
3409,0x58BB,0x19BB,0x06D14,0x069D0,0x3A,0x0BB,52,12,D3,93
3432,0x58D2,0x19D2,0x06CFD,0x069D0,0x3A,0x0D2,10,40,A8,D8
3433,0x58D3,0x19D3,0x06CFC,0x069D0,0x3A,0x0D3,12,9F,AB,38
3434,0x58D4,0x19D4,0x06CFB,0x069D0,0x3A,0x0D4,10,A0,AA,3A
3435,0x58D5,0x19D5,0x06CFA,0x069D0,0x3A,0x0D5,12,E1,AD,7C
3436,0x58D6,0x19D6,0x06CF9,0x069D0,0x3A,0x0D6,10,80,AC,1C
3437,0x58D7,0x19D7,0x06CF8,0x069D0,0x3A,0x0D7,12,20,AF,BD
3441,0x58DB,0x19DB,0x06CF4,0x069D0,0x3A,0x0DB,54,12,F5,B3
3442,0x58DC,0x19DC,0x06CF3,0x069D0,0x3A,0x0DC,70,20,12,C2
3443,0x58DD,0x19DD,0x06CF2,0x069D0,0x3A,0x0DD,CA,E2,6D,85
3444,0x58DE,0x19DE,0x06CF1,0x069D0,0x3A,0x0DE,10,B0,B4,54
3445,0x58DF,0x19DF,0x06CF0,0x069D0,0x3A,0x0DF,12,34,B7,D9
3446,0x58E0,0x19E0,0x06CEF,0x069D0,0x3A,0x0E0,70,50,16,F6
3447,0x58E1,0x19E1,0x06CEE,0x069D0,0x3A,0x0E1,72,E4,19,8B
3472,0x58FA,0x19FA,0x06CD5,0x069D0,0x3A,0x0FA,10,E0,D0,A0
3473,0x58FB,0x19FB,0x06CD4,0x069D0,0x3A,0x0FB,12,9F,D3,60
3474,0x58FC,0x19FC,0x06CD3,0x069D0,0x3A,0x0FC,10,20,D2,E2
3475,0x58FD,0x19FD,0x06CD2,0x069D0,0x3A,0x0FD,12,E2,D5,A5
3476,0x58FE,0x19FE,0x06CD1,0x069D0,0x3A,0x0FE,10,B0,D4,74
